"dataset","system","mr_type","mr","sys_ref","TER","Bleu_1","Bleu_2","Bleu_3","Bleu_4","ROUGE_L","NIST","LEPOR","CIDEr","METEOR","sim.mr.sys","lev.dist","sys.read.flesch","sys.cpw","sys.ref.len","sys.wps","sys.sps","sys.spw","sys.n.poly","sys.pspw","n.misspel","parser.sc.mean","parser.sc.max","informativeness","naturalness","quality","domain","inf_bin","nat_bin","qual_bin","inf_bin2","nat_bin2","qual_bin2"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=Indian,food='Indian takeaway')","x is an indian restaurant near x.",0.516129032,0.318906557,0.291120525,0.253116302,0.225500989,0.597202797,1.5761,0.121111127,1.110328129,0.294748665,0.7093051,93,90.9585714286,3.714,26,7,9,1.286,2,0.286,0,-72.8390259147,-72.8390259147,5,4,6,"REST","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=Italian)","x is an italian restaurant in the riverside area near x.",0,1,1,1,1,1,7.3136,0.396412264,6.143104638,1,0.78835833,64,64.9245454545,4.091,45,11,17,1.545,4,0.364,0,-98.4026016593,-98.4026016593,6,6,4,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',food=Seafood)","x is a seafood restaurant near x.",0.307692308,0.564718122,0.564718122,0.524237866,0.497015047,0.747810858,4.9894,0.138405932,3.659505793,0.395771393,0.7186623,70,103.0442857143,3.714,26,7,8,1.143,1,0.143,0,-69.6616348624,-69.6616348624,4,6,5,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X')","x is a restaurant in the riverside near x.",0.222222222,0.71653131,0.620534317,0.581941839,0.553918238,0.835616438,4.7722,0.119484817,1.492662721,0.407243274,0.75475264,62,94.3,3.667,33,9,11,1.222,2,0.222,0,-75.2868942618,-75.2868942618,4,4,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=Chinese)","x is a chinese restaurant in the riverside near x and x in the riverside area near x.",0.4,0.777777778,0.740958574,0.700093358,0.654058584,0.797385621,5.3584,0.58806861,3.543818608,0.505192109,0.8059951,78,80.465,3.722,67,18,23,1.278,4,0.222,0,-150.5239624381,-150.5239624381,5,3,3,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=Fastfood)","x is a fast food restaurant near x and x.",0.296296296,0.740818221,0.698450116,0.647164325,0.582008501,0.809018568,4.6898,0.509094074,5.854639716,0.477576509,0.63967615,79,120.545,3.1,31,10,9,0.9,1,0.1,0,-91.4235290885,-91.4235290885,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=French)","x is a french and restaurant in the riverside area near x.",0.153846154,0.920044414,0.784616513,0.697843938,0.610555716,0.873697917,7.0653,0.544650002,3.382301154,0.48061289,0.8059951,69,81.855,3.833,46,12,16,1.333,3,0.25,0,-104.346670568,-104.346670568,4,2,2,"REST","avg","bad","bad","Good+Avg","Bad","Bad"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area=riverside,near='X',near='X',food=Italian)","x is an italian restaurant on the riverside near x.",0.307692308,0.666736398,0.523837587,0.424012584,0.356405964,0.764623955,4.1721,0.474633104,3.468326664,0.410273912,0.76828897,72,78.245,4.1,41,10,14,1.4,3,0.3,0,-91.1123642325,-91.1123642325,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X')","x is a restaurant in the x area.",0,1,1,1,1,1,6.7021,1,10,1,0.625,49,92.965,3,24,8,10,1.25,2,0.25,0,-56.7885155082,-56.7885155082,4,5,4,"REST","avg","good","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',area=riverside,near='X',food=Indian)","x is an indian restaurant in x.",0.428571429,0.424372846,0.387397634,0.370723828,0.356853605,0.66407465,2.7921,0.115967679,1.369360884,0.312708261,0.7158351,82,90.9585714286,3.429,24,7,9,1.286,2,0.286,0,-67.9469665885,-67.9469665885,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',area='X')","x is a restaurant in the x and x area.",0,1,1,1,1,1,7.7569,0.512315605,6.810327858,1,0.65,57,103.625,2.8,28,10,11,1.1,2,0.2,0,-71.1715835929,-71.1715835929,6,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',area='X',food=Indian)","x is an indian restaurant in x.",0.3,0.644123394,0.635114231,0.623595797,0.608025321,0.733466934,4.2482,0.512407817,4.754342392,0.439580335,0.73058283,68,90.9585714286,3.429,24,7,9,1.286,2,0.286,0,-67.9469665885,-67.9469665885,3,4,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Chinese)","x is a restaurant in the x and x area near x.",0.782608696,0.634861294,0.442060663,0.00000255,6.28E-009,0.531358885,2.4269,0.216057538,0.187235397,0.238090797,0.72096986,62,110.055,2.75,33,12,12,1,2,0.167,0,-99.9838623405,-99.9838623405,5,4,5,"REST","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',food='Chinese takeaway',food=Fusion)","x is a restaurant in x.",0.615384615,0.259502687,0.179788735,0.136017886,0.0000226,0.493527508,0.9801,0.117579749,0.023492193,0.201534701,0.65248936,82,116.145,2.833,17,6,6,1,1,0.167,0,-51.9175285697,-51.9175285697,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Contemporary,food=English)","x is an english restaurant that serves food in the x area.",0.692307692,0.690033311,0.339748916,0.0000022,5.74E-009,0.397135417,2.8991,0.448173473,0.973860585,0.274916821,0.66575605,73,88.905,3.833,46,12,15,1.25,2,0.167,0,-97.1370529532,-97.1370529532,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Continental,food=French)","x is a continental restaurant in the x area that serves french and continental food.",0.857142857,0.866666667,0.786795792,0.658633756,0.516973154,0.567065073,4.8219,0.290376704,2.691375611,0.478862599,0.7227187,68,61.89,4.6,69,15,23,1.533,4,0.267,0,-120.6026672721,-120.6026672721,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Indian)","x is an indian restaurant in x.",0.545454545,0.558376335,0.49244164,0.316133929,0.0000476,0.50247117,3.4456,0.21152364,0.99844006,0.332136972,0.7219468,59,90.9585714286,3.429,24,7,9,1.286,2,0.286,0,-67.9469665885,-67.9469665885,4,5,5,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Indian,food='Indian takeaway')","x is an indian restaurant in x.",0.64516129,0.273348478,0.269525234,0.264637123,0.258029436,0.4873502,1.0732,0.113338849,0.772045754,0.24226258,0.7224161,80,90.9585714286,3.429,24,7,9,1.286,2,0.286,0,-67.9469665885,-67.9469665885,4,4,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',food=Italian)","x is an italian restaurant in the x area.",0.210526316,1,1,0.949914251,0.869441744,0.895178197,4.1729,0.562023189,4.697978986,0.512478534,0.6671942,57,75.5,3.556,32,9,13,1.444,3,0.333,0,-71.3804916739,-71.3804916739,5,4,5,"REST","good","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X')","x is a restaurant in the x area near x and x.",0.2,0.916666667,0.866025404,0.806714323,0.769160567,0.924242424,5.3656,0.556887008,4.515367111,0.558766639,0.6111111,57,110.055,2.75,33,12,12,1,2,0.167,0,-101.0750183463,-101.0750183463,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',food=Chinese)","x is a restaurant in x near x and x.",0.272727273,0.814353676,0.757041298,0.729945305,0.708073545,0.755417957,3.4639,0.598246802,1.697492602,0.411918836,0.5688386,66,129.005,2.6,26,10,8,0.8,1,0.1,0,-88.0090546012,-88.0090546012,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',food=Contemporary,food=English)","x is an english restaurant in x.",0.5,0.318906557,0.260386114,0.23497236,0.213265668,0.597202797,1.7993,0.066960371,0.778354899,0.24575731,0.7224161,86,103.0442857143,3.571,25,7,8,1.143,1,0.143,0,-67.558363378,-67.558363378,4,6,5,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',food=Indian,food='Indian takeaway')","x is an indian restaurant in x near x.",0.296296296,0.71653131,0.71653131,0.640509871,0.553918238,0.772151899,3.06,0.478077179,2.874972769,0.43074905,0.7422435,87,103.7,3.222,29,9,10,1.111,2,0.222,0,-88.2578262687,-88.2578262687,5,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',near='X')","x is a restaurant in x near x and x.",0.173913043,0.904837418,0.904837418,0.822099353,0.732110028,0.894428152,4.3823,0.513100632,3.288148594,0.468104626,0.55475265,62,129.005,2.6,26,10,8,0.8,1,0.1,0,-88.0090546012,-88.0090546012,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',near='X',near='X',food=Italian)","x is an italian restaurant in the x area near x in x near x and x.",0.636363636,0.705882353,0.664211164,0.617357919,0.56351901,0.817295981,4.5278,0.370591005,4.276135844,0.537305941,0.6393285,72,104.98,2.882,49,17,17,1,3,0.176,0,-151.396658361,-151.396658361,4,3,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=expensive,food=Continental,food=French)","x is an expensive french continental restaurant in the x area.",0.744186047,0.366263929,0.242952005,0.00000138,3.4E-009,0.343017807,0.8182,0.128925683,0.205420827,0.218337761,0.70313454,89,57.2336363636,4.636,51,11,18,1.636,4,0.364,0,-94.4844269156,-94.4844269156,5,3,4,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=moderate)","x is a restaurant in the x area.",0.173913043,0.778800783,0.778800783,0.778800783,0.778800783,0.871428571,3.1619,0.658505085,2.456444063,0.413486279,0.6,66,92.965,3,24,8,10,1.25,2,0.25,0,-56.7885155082,-56.7885155082,4,6,6,"REST","avg","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=moderate,food=Indian)","x is an indian restaurant in the x area.",0.296296296,0.71653131,0.71653131,0.71653131,0.684604676,0.772151899,3.8308,0.526078896,2.630012208,0.35399858,0.6393285,75,75.5,3.444,31,9,13,1.444,3,0.333,0,-72.8179611564,-72.8179611564,3,4,5,"REST","avg","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,area='X',pricerange=moderate,near='X',near='X')","x is a restaurant near x in the moderate price range in the x area near x.",0.514285714,0.823529412,0.752446988,0.641681521,0.487795685,0.568499534,4.0537,0.362282539,1.214715011,0.443768608,0.83584523,73,95.0270588235,3.353,57,17,19,1.118,3,0.176,0,-135.2000336051,-135.2000336051,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food='Cafe food',food=English)","x is an english cafe food restaurant serving chinese food.",0.555555556,0.6,0.447213595,0.292401774,0.0000435,0.531358885,3.952,0.502927071,1.914083825,0.349440141,0.677564,62,69.785,4.8,48,10,15,1.5,1,0.1,0,-102.3697494864,-102.3697494864,5,6,3,"REST","good","good","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food=Chinese)","me i suggest x, chinese restaurant.",0.714285714,0.666666666,0.365148372,0.00000322,1.03E-008,0.666666667,1.9249,0.324201492,0.698323065,0.412973657,0.47724578,49,73.845,4.667,28,6,9,1.5,1,0.167,0,-77.9987167716,-77.9987167716,4,3,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food='Chinese takeaway',food=Fusion)","x is a restaurant that provides chinese fusion takeaway.",0.1,1,0.790569415,0.644615995,0.459661357,0.888888889,6.7298,0.437217743,2.782194268,0.4898302,0.62853736,68,56.7,5.222,47,9,15,1.667,2,0.222,1,-82.5083221793,-82.5083221793,4,3,4,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food='Chinese takeaway',food=Japanese)","x is a japanese restaurant which offers chinese takeaway japanese food and japanese food.",0.842105263,0.5,0.43852901,0.363618152,0.305769029,0.633531157,4.6008,0.197688787,1.435436073,0.518485999,0.725577,71,41.5535714286,5.357,75,14,25,1.786,5,0.357,1,-137.2398743033,-137.2398743033,4,4,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food='Chinese takeaway',food=Takeaway)","x is a chinese takeaway restaurant.",0.2,0.71653131,0.71653131,0.71653131,0.647459128,0.835616438,1.6386,0.565063397,3.922306521,0.417067292,0.7130803,70,59.745,4.833,29,6,10,1.667,2,0.333,1,-58.0668968558,-58.0668968558,6,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food=Continental,food=French)","x serves french and continental food takeaway a restaurant that serves me i'm.",0.941176471,0.5,0.39223227,0.294879873,0.219728139,0.452522255,3.5909,0.269325465,1.173190726,0.391874897,0.5712305,67,69.9938461538,5,65,13,19,1.462,3,0.231,1,-146.432028234,-146.432028234,4,1,1,"REST","avg","bad","bad","Good+Avg","Bad","Bad"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food=Fastfood)","x is a fast food restaurant.",0,1,1,1,1,1,10.5268,0.492761479,6.337130012,1,0.6911928,52,102.045,3.667,22,6,7,1.167,1,0.167,0,-48.3781456351,-48.3781456351,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food=Indian)","x is an indian restaurant that provides indian takeaway.",1,0.555555555,0.527046277,0.491934073,0.446323614,0.75308642,4.627,0.230326419,3.79058544,0.497316338,0.4611395,54,37.9,5.222,47,9,17,1.889,4,0.444,1,-88.3187775016,-88.3187775016,4,4,5,"REST","avg","avg","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food=Italian)","x is an italian restaurant.",0.666666667,0.536256037,0.299776238,0.00000272,9.06E-009,0.443099274,2.4612,0.211029964,1.070530245,0.275774138,0.6464927,50,66.4,4.4,22,5,8,1.6,2,0.4,0,-44.4011711478,-44.4011711478,5,6,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food=Italian,food='Takeaway pizza')","x is an italian take-out restaurant.",0.5,0.505442216,0.428881942,0.382090373,0.325879805,0.643459916,4.1347,0.141837955,0.693175132,0.273888002,0.47237277,70,59.745,4.833,29,6,10,1.667,2,0.333,0,-58.1979240775,-58.1979240775,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,food=Seafood)","x is a chinese restaurant.",0.181818182,0.8,0.632455532,0.510872955,0.0000904,0.8,4.3087,0.429069742,0.01551976,0.347396118,0.35858512,50,83.32,4.2,21,5,7,1.4,1,0.2,0,-43.3731254935,-43.3731254935,4,6,4,"REST","avg","good","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,near='X')","x is a restaurant located near x.",0.266666667,0.857142857,0.755928946,0.611421417,0.488923022,0.780051151,2.3942,0.627227543,0.425575651,0.4970528,0.5823012,49,90.9585714286,3.714,26,7,9,1.286,2,0.286,0,-67.329595983,-67.329595983,5,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre)","x is a restaurant in the city centre near x.",0,1,1,1,1,1,7.2456,0.477757599,6.546631113,1,0.62615585,62,95.165,3.4,34,10,12,1.2,1,0.1,0,-79.0949539542,-79.0949539542,6,5,6,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre,area=riverside)","x is a restaurant in the centre of town on the riverside near to x and near to x.",0.769230769,0.684210526,0.477566933,0.377189727,0.31671615,0.646871686,3.1805,0.39321533,0.495288783,0.400142125,0.50357354,78,94.0447368421,3.263,62,19,21,1.105,2,0.105,0,-143.2913879752,-143.2913879752,3,3,3,"REST","avg","avg","avg","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre,food='Cafe food',food=English)","x is an english and cafe food restaurant in the city centre near x.",0.206896552,0.928571428,0.88640526,0.838382049,0.78254229,0.857142857,7.3374,0.827070809,4.869283763,0.505988134,0.7656865,79,83.8535714286,3.786,53,14,18,1.286,1,0.071,0,-120.4642242789,-120.4642242789,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=citycentre,food=Italian)","x is an italian restaurant in the city centre near x.",0.086956522,1,0.948683298,0.887904002,0.851216093,0.949080622,7.0735,0.753282223,6.326284552,0.534098112,0.6658351,64,80.3063636364,3.818,42,11,15,1.364,2,0.182,0,-93.6869263053,-93.6869263053,6,6,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside)","x is a restaurant in the riverside area near x.",0,1,1,1,1,1,6.4898,0.384315776,5.325270749,1,0.7777778,61,78.245,3.7,37,10,14,1.4,3,0.3,0,-83.8106293082,-83.8106293082,6,5,5,"REST","good","good","good","Good+Avg","Good+Avg","Good+Avg"
"BAGEL","Dusek","inform","inform(name='X',type=placetoeat,eattype=restaurant,near='X',area=riverside,area=citycentre,food=Chinese)","x is a chinese restaurant in the centre of town and riverside near x.",0.2,0.928571428,0.845154255,0.746900791,0.659692458,0.857142857,5.5751,0.176482077,1.401502457,0.434315318,0.71261245,82,83.8535714286,3.929,55,14,18,1.286,2,0.143,0,-113.7007507682,-113.7007507682,5,3,3,"REST","good","avg","avg","Good+Avg","Good+Avg","Good+Avg"
